Epoch               Training_Loss       Training_Accuracy   Training_Time       Validation_Loss     Validation_Accuracy Validation_Time     Total_Params        
0                   1.8832979962921144  0.3184399902820587  71.88958597183228   1.6865608604431153  0.3939000070095062  12.517487287521362  158378              
1                   1.5783020992851258  0.44124001264572144 157.00044441223145  1.464781296634674   0.4765999913215637  12.240792512893677  158378              
2                   1.4155665187072755  0.49542000889778137 242.42710375785828  1.3833423758506775  0.499099999666214   12.589389562606812  158378              
3                   1.3180576255607606  0.5287399888038635  328.255628824234    1.313313140964508   0.5253000259399414  12.533442258834839  158378              
4                   1.2494862378120422  0.5529800057411194  414.5785171985626   1.261978638935089   0.5414000153541565  12.360517978668213  158378              
5                   1.2013863146018982  0.5702999830245972  500.761593580246    1.2264337822914124  0.5561000108718872  12.471864938735962  158378              
6                   1.1550275916862487  0.5883600115776062  587.4275183677673   1.1941768332481384  0.5685999989509583  12.658357381820679  158378              
7                   1.1182680571174621  0.5995000004768372  674.6263267993927   1.1871166171073912  0.5697000026702881  12.611694574356079  158378              
8                   1.086579377231598   0.613860011100769   761.9574627876282   1.1637206227779389  0.5759999752044678  12.647852659225464  158378              
9                   1.0567354166984557  0.6226999759674072  849.8717823028564   1.1460943588733674  0.5825999975204468  12.72577452659607   158378              
10                  1.0288922092819215  0.6333000063896179  937.5181312561035   1.1366773956775664  0.5914999842643738  12.86063551902771   158378              
11                  1.0037356068611145  0.6403399705886841  1024.861275434494   1.1362236190795898  0.5906999707221985  13.40238881111145   158378              
12                  0.9767976669216156  0.6526200175285339  1112.8181385993958  1.1203226056098938  0.5942999720573425  12.974375247955322  158378              
13                  0.9524469690608979  0.6622999906539917  1201.167709827423   1.1475806167602538  0.5928000211715698  12.984887599945068  158378              
14                  0.9324745885181427  0.6674399971961975  1289.3065061569214  1.1205602300167083  0.593999981880188   13.576225757598877  158378              
15                  0.9103452724647522  0.6747199892997742  1377.9208035469055  1.1317277373790742  0.5975000262260437  13.122394561767578  158378              
16                  0.889046216840744   0.6831600069999695  1466.7465722560883  1.1319432798862457  0.5960999727249146  13.293571472167969  158378              
17                  0.8673668152475357  0.6909000277519226  1555.4629340171814  1.1219569612026215  0.5978000164031982  13.223329067230225  158378              
18                  0.8473169942903519  0.6971799731254578  1643.8794529438019  1.1332535012245177  0.5960000157356262  13.857789039611816  158378              
19                  0.8298511672925949  0.7042999863624573  1733.3197050094604  1.1557060234069825  0.5961999893188477  13.32503342628479   158378              
20                  0.8108791382455826  0.7136600017547607  1822.2680032253265  1.1485985107421874  0.6000999808311462  13.377236604690552  158378              
21                  0.787990927491188   0.7224199771881104  1912.4483733177185  1.155407545518875   0.598800003528595   13.67830204963684   158378              
22                  0.7733560649204254  0.7256600260734558  2001.9032266139984  1.1536332841396333  0.6029000282287598  13.512017011642456  158378              
23                  0.7545685365343094  0.7327799797058105  2092.2459831237793  1.1702050939559936  0.5946999788284302  13.54744839668274   158378              
24                  0.7332222932100296  0.741100013256073   2181.653230905533   1.202113834786415   0.5900999903678894  13.54263949394226   158378              
25                  0.7204256274461747  0.7462000250816345  2271.531010866165   1.2181331628799439  0.588100016117096   13.64220905303955   158378              
26                  0.7036643439960479  0.7515400052070618  2362.4633638858795  1.2079750354290009  0.5950999855995178  14.047672986984253  158378              
27                  0.6826988392019272  0.7592800259590149  2453.1369507312775  1.2225823554515838  0.5960999727249146  13.747498989105225  158378              
28                  0.6672838068675995  0.764519989490509   2543.879584312439   1.2644235749721526  0.5820000171661377  13.812897682189941  158378              
