Epoch               Training_Loss       Training_Accuracy   Training_Time       Validation_Loss     Validation_Accuracy Validation_Time     Total_Params        
29                  0.6525264246797562  0.7705600261688232  2635.105690717697   1.2807128361225129  0.588100016117096   14.267969846725464  158378              
30                  0.6359076724243165  0.7765200138092041  2725.9612691402435  1.2883653574466705  0.5875999927520752  13.965532779693604  158378              
31                  0.6190985433697701  0.7818199992179871  2816.2969584465027  1.3073496948719026  0.5827000141143799  15.71532940864563   158378              
32                  0.6044229722619057  0.7874600291252136  2909.6865739822388  1.3141536558628082  0.588100016117096   14.069339990615845  158378              
33                  0.5896211310887337  0.7943599820137024  3001.45258641243    1.3542924116134643  0.5781000256538391  14.49672555923462   158378              
34                  0.576899478225708   0.7987800240516663  3093.084082365036   1.3558242660045623  0.5782999992370605  14.47845196723938   158378              
35                  0.5605869768619537  0.8039600253105164  3184.792932510376   1.3577482443094253  0.5841000080108643  16.09773898124695   158378              
36                  0.5467994684934616  0.8097000122070312  3281.030217885971   1.4005303570270538  0.5806000232696533  14.490305662155151  158378              
37                  0.5319745720148087  0.8154600262641907  3373.1859126091003  1.4107243215084075  0.5830000042915344  15.229471921920776  158378              
38                  0.5185508667945862  0.8188400268554688  3466.4658715724945  1.4698809052467345  0.5742999911308289  14.758237838745117  158378     
39                  0.5072563496422767  0.8220999836921692  3558.9689452648163  1.4319786370754242  0.5809999704360962  15.671589136123657  158378              
40                  0.48974590767145154 0.830020010471344   3656.831051826477   1.491285713291168   0.572700023651123   14.918474674224854  158378     


----------------------------------------------------------------------------------------------------------------------------------------------------

Epoch               Training_Loss       Training_Accuracy   Training_Time       Validation_Loss     Validation_Accuracy Validation_Time     Total_Params  
0                   1.7820910346984864  0.3628000020980835  80.1454644203186    1.545537745475769   0.4555000066757202  13.876168727874756  557738              
1                   1.451418556137085   0.48420000076293945 174.56451106071472  1.4218896132469176  0.4787999987602234  13.736862659454346  557738              
2                   1.3089770859527587  0.5328599810600281  269.56607723236084  1.2891797701835632  0.5368000268936157  14.26060152053833   557738              
3                   1.2143645920562745  0.5686600208282471  364.8717772960663   1.2287628231048584  0.5591999888420105  14.013980388641357  557738              
4                   1.1351845858192444  0.5979800224304199  460.5738022327423   1.1956865029335022  0.5758000016212463  14.167198896408081  557738              
5                   1.065079367313385   0.6241199970245361  557.099262714386    1.1575998297691346  0.5863999724388123  14.125054359436035  557738              
6                   1.0048696128606796  0.6422799825668335  653.6094183921814   1.1537578404426574  0.5866000056266785  14.300551652908325  557738              
7                   0.9444203175544739  0.6663399934768677  750.2737469673157   1.1402803627490998  0.5910999774932861  14.198049545288086  557738              
8                   0.885457838563919   0.6870399713516235  847.1512854099274   1.1389168102264404  0.5992000102996826  14.265063762664795  557738              
9                   0.8244834272432328  0.7099599838256836  944.3651316165924   1.1540025847434998  0.5965999960899353  14.431226253509521  557738              
10                  0.7621278483724594  0.7348600029945374  1041.9575386047363  1.1685767607688904  0.5986999869346619  14.376521348953247  557738              
11                  0.7008104232025146  0.758899986743927   1139.4070529937744  1.193141358423233   0.5961999893188477  15.038100242614746  557738              
12                  0.6431357967329026  0.7770799994468689  1237.0727515220642  1.2050859018802642  0.5968999862670898  15.339031219482422  557738              
13                  0.5811633631634712  0.8022000193595886  1336.132539987564   1.2602296815872192  0.5976999998092651  14.503592491149902  557738              
14                  0.5242297892403602  0.8221399784088135  1433.693653345108   1.2973833964347838  0.5828999876976013  15.434491872787476  557738              
15                  0.4677331743836403  0.8451799750328064  1533.1117899417877  1.3648696781635283  0.5831999778747559  14.634521722793579  557738              
16                  0.40610130843400954 0.8694599866867065  1630.9363520145416  1.4207883324623107  0.5806999802589417  15.573503971099854  557738              
17                  0.3590242587602139  0.8849800229072571  1729.9933233261108  1.4880271289348603  0.5773000121116638  15.019946336746216  557738              
18                  0.3154363282084465  0.9017000198364258  1828.1495242118835  1.5502811326026917  0.5712000131607056  15.40827465057373   557738              
19                  0.2703507996404171  0.9159200191497803  1926.9225432872772  1.6194195294380187  0.5759999752044678  15.125874280929565  557738              
20                  0.23511221856296063 0.9297999739646912  2025.9208776950836  1.750216515827179   0.559499979019165   14.857327699661255  557738              
21                  0.20346859316825866 0.9395800232887268  2124.963894367218   1.7843836040973664  0.5662000179290771  15.208316564559937  557738              
22                  0.17885309880226852 0.9472200274467468  2223.9964311122894  1.8588887138843537  0.5633000135421753  14.955832719802856  557738              
23                  0.15144428138017654 0.9572799801826477  2323.2696583271027  1.9830247540473938  0.5541999936103821  15.376171827316284  557738              
24                  0.1381651358026266  0.9607800245285034  2422.929126262665   2.0590632189273834  0.5473999977111816  15.390282154083252  557738              
25                  0.12008083642229438 0.9668999910354614  2522.4297947883606  2.0832302593231202  0.5640000104904175  16.526379823684692  557738              
26                  0.11415522774651647 0.9673799872398376  2624.0564789772034  2.161714224767685   0.5554999709129333  15.478827238082886  557738              
27                  0.09549057818278671 0.9744799733161926  2724.334801673889   2.2988055005550385  0.5511999726295471  15.869839668273926  557738              
28                  0.09469976059995591 0.9729200005531311  2825.532096385956   2.2765640709877015  0.5612000226974487  15.592724561691284  557738              
29                  0.08978354885675013 0.974399983882904   2926.4141931533813  2.312104081821442   0.5602999925613403  15.973177909851074  557738              
30                  0.08103870268918574 0.9767199754714966  3027.4202902317047  2.349936146068573   0.5608999729156494  15.75186800956726   557738              
31                  0.08050566856570542 0.9768000245094299  3127.6422584056854  2.4547629451751707  0.5580999851226807  16.25277328491211   557738              
32                  0.07329112413927913 0.9795200228691101  3232.1515605449677  2.4916850310325622  0.5554999709129333  15.845649003982544  557738              
33                  0.06975419332440942 0.9805200099945068  3333.7406046390533  2.5100404733181     0.5540000200271606  15.916988611221313  557738              
34                  0.06629327017415315 0.9807599782943726  3435.544950246811   2.5574660248279573  0.5554999709129333  15.995907068252563  557738              
35                  0.06472074830681085 0.9813399910926819  3536.886540412903   2.5850723697662352  0.5559999942779541  16.10634422302246   557738              
36                  0.06619260834364221 0.9804199934005737  3640.115591287613   2.638667014169693   0.5534999966621399  16.10261869430542   557738              
37                  0.05821191577464342 0.9834799766540527  3742.0127260684967  2.6393932741642     0.5552999973297119  16.177441596984863  557738              
38                  0.05726135251125321 0.9829999804496765  3843.7192685604095  2.7099634505271912  0.5529999732971191  16.424438953399658  557738              
39                  0.06442035525403916 0.979420006275177   3945.6407465934753  2.684007944011688   0.5544000267982483  16.321656227111816  557738              
40                  0.0539693647890724240.9841200113296509  4048.555855989456   2.7574026525497435  0.550599992275238   16.355522871017456  557738              
41                  0.0564669723569042950.983020007610321   4151.127215623856   2.764732697439194   0.5551999807357788  16.367188215255737  557738              
42                  0.05648737938314676 0.9823799729347229  4253.256652593613   2.8146954802036284  0.5522000193595886  16.45832920074463   557738              
43                  0.05575482407705858 0.9828000068664551  4355.468328714371   2.834234781599045   0.5540000200271606  16.80276107788086   557738              
44                  0.0449943962136097260.987280011177063   4457.755722761154   2.8493646918296816  0.5532000064849854  16.541565418243408  557738              
45                  0.04920582576142624 0.9850999712944031  4561.17357134819    2.899199356365204   0.5515000224113464  16.634413957595825  557738              
46                  0.05430502726459876 0.9841399788856506  4664.182762861252   2.888177794456482   0.5573999881744385  16.815747499465942  557738              
47                  0.0477277706747129550.9851400256156921  4767.21756196022    2.9831212180614473  0.5494999885559082  17.07101082801819   557738              
48                  0.04638180960269645 0.9855800271034241  4870.471510648727   2.9741648694992064  0.5515999794006348  19.001827239990234  557738              
49                  0.04202859072209336 0.9872199892997742  4975.666004657745   2.9493860847473146  0.5508999824523926  16.851845741271973  557738              
50                  0.0505729711724352060.9843000173568726  5080.2678945064545  2.9907068838119506  0.5544000267982483  17.52573871612549   557738              
51                  0.04609977407506667 0.9855599999427795  5184.3773765563965  2.9282113065719604  0.555400013923645   17.025051593780518  557738              
52                  0.0468570578344073150.9856200218200684  5287.458030462265   2.9838247292518614  0.5475000143051147  17.64735770225525   557738              
53                  0.04083924625576474 0.9877600073814392  5391.314015388489   3.0705854219436644  0.541700005531311   17.167174339294434  557738              
54                  0.04475197174862027 0.9866200089454651  5495.428006649017   3.0275551252365114  0.5519000291824341  19.81803059577942   557738              
55                  0.04317979665705003 0.9860399961471558  5604.114558935165   3.1075139778614043  0.5498999953269958  18.763719081878662  557738              
56                  0.03826584413435776 0.9886999726295471  5709.972154140472   3.042919021987915   0.5515000224113464  18.51461911201477   557738              
57                  0.03714944878892973 0.9886000156402588  5815.520269155502   3.16690407705307    0.5519000291824341  17.39378809928894   557738              
58                  0.04532706508535892 0.986299991607666   5919.103366851807   3.1100050904273986  0.5516999959945679  18.64091944694519   557738              
59                  0.03774515075269155 0.988099992275238   6024.6545469760895  3.0972933822631834  0.5493999719619751  17.69968318939209   557738              
60                  0.03936400394076947 0.987779974937439   6128.9244067668915  3.1157536222457884  0.5497000217437744  18.781553030014038  557738              
61                  0.03501353520657867 0.9890400171279907  6239.758539438248   3.15332412815094    0.555400013923645   17.657973527908325  557738              
62                  0.04003142962432932 0.987820029258728   6345.651168823242   3.1550398696422577  0.5501999855041504  17.964100122451782  557738              
63                  0.03532579080251511 0.9887800216674805  6452.257048368454   3.2186301624774933  0.5562999844551086  17.75824737548828   557738              
64                  0.03575713724888861 0.9889799952507019  6557.135848760605   3.229800219488144   0.5461999773979187  18.122134923934937  557738              
65                  0.03778814204752445 0.9882599711418152  6663.59970498085    3.1590279472351073  0.5566999912261963  17.863651037216187  557738              
66                  0.03929898948812857 0.9879400134086609  6768.9640464782715  3.1958099259376525  0.5491999983787537  17.9194393157959    557738              
67                  0.03442709705990273 0.9893199801445007  6875.873435497284   3.2047483211517336  0.5544000267982483  18.00642967224121   557738              
68                  0.03398623472258216 0.989080011844635   6980.9139902591705  3.295976564216614   0.5385000109672546  17.973408937454224  557738              
69                  0.02994082136633806 0.9907799959182739  7089.520868778229   3.2292214244365693  0.5504999756813049  18.1587233543396    557738              
70                  0.0360119845642196  0.9887999892234802  7195.915783882141   3.2814742619514465  0.5519000291824341  18.164539098739624  557738              
71                  0.03881442805341911 0.9872599840164185  7301.949473142624   3.2712086517333985  0.5468000173568726  18.239556789398193  557738              
72                  0.0308758194959932  0.9903600215911865  7407.776723384857   3.3837921690940855  0.5396999716758728  18.308786153793335  557738              
73                  0.0343898534258874140.9891200065612793  7513.633186578751   3.3429114445209502  0.5533999800682068  18.3878915309906    557738              
74                  0.0287654423499107350.9914000034332275  7620.051996946335   3.3258098909378053  0.5527999997138977  18.781805992126465  557738              
75                  0.03169846880353056 0.9893400073051453  7726.6315574646     3.3094259449958803  0.5514000058174133  18.716519117355347  557738              
76                  0.0310142284461786020.9901000261306763  7835.8079290390015  3.3306589861392975  0.5565000176429749  18.58729648590088   557738              
77                  0.02857005029279506 0.9909999966621399  7943.373164892197   3.482300037574768   0.5509999990463257  18.62153387069702   557738              
78                  0.03172177876756992 0.9897199869155884  8049.893264055252   3.3774168905258177  0.5570999979972839  18.701642751693726  557738              
79                  0.0275205011278879840.991320013999939   8156.511475801468   3.3925329340934756  0.5437999963760376  18.972813844680786  557738              
80                  0.0292430915038497180.9907799959182739  8263.579302072525   3.3918912392139435  0.5521000027656555  19.04578471183777   557738              
81                  0.03355181578004267 0.9892600178718567  8370.75499033928    3.4244860308647156  0.553600013256073   19.085681676864624  557738              
82                  0.02881673098302097 0.990880012512207   8478.017568826675   3.4175955174922943  0.5527999997138977  19.255675315856934  557738              
83                  0.03149960838072235 0.9895600080490112  8585.59486913681    3.3796358219146727  0.5541999936103821  19.021459579467773  557738              
84                  0.0262575749607034950.9919000267982483  8692.94569349289    3.3764435882568358  0.5611000061035156  18.99636197090149   557738              
85                  0.0298954526813095430.9904999732971191  8802.573894262314   3.4004082984924318  0.5536999702453613  19.262771368026733  557738              
86                  0.03438945851847064 0.9889199733734131  8910.26015496254    3.4396573523521425  0.5615000128746033  19.3570396900177    557738              
87                  0.0256887069549574520.9923200011253357  9018.402288913727   3.426770955848694   0.5508999824523926  19.41374683380127   557738              
88                  0.0318119825072377  0.9897599816322327  9126.65569448471    3.4177222970962524  0.5512999892234802  19.456897497177124  557738              
89                  0.0294839321503799870.9907199740409851  9234.69311261177    3.4173700139045717  0.5548999905586243  19.75093150138855   557738              
90                  0.02605181241591927 0.9916399717330933  9343.104308366776   3.4792509241104126  0.5539000034332275  19.652069807052612  557738              
91                  0.0263678289519576370.9919000267982483  9451.475391626358   3.400618044948578   0.5554999709129333  23.372976541519165  557738              
92                  0.0280218427483364950.991599977016449   9563.851509809494   3.5043416548728943  0.5519000291824341  19.71154499053955   557738              
93                  0.02633903493383201 0.9916399717330933  9672.32136106491    3.4909594954490664  0.5543000102043152  23.573654890060425  557738              
94                  0.0290206960769719450.9906200170516968  9787.508800268173   3.530741394519806   0.5498999953269958  19.669265747070312  557738              
95                  0.0243001132816961020.9922800064086914  9897.252348184586   3.4466128074645996  0.5562999844551086  20.777996301651     557738              
96                  0.0262071213546989020.9919000267982483  10007.517089366913  3.55848477602005    0.5493999719619751  20.020959615707397  557738              
97                  0.02555015380019322 0.9915400147438049  10117.467978715897  3.5880151069641113  0.545199990272522   21.143595218658447  557738              
98                  0.02830651964224875 0.9908199906349182  10228.621147871017  3.50546362953186    0.5530999898910522  19.8841450214386    557738              
99                  0.02238789049858169 0.992579996585846   10338.35156917572   3.5544069117069244  0.5507000088691711  24.93355369567871   557738 
---------------------------------------------------------------------------------------------------------------------------------------------------------             
0                   1.7205800746917725  0.36375999450683594 462.36637020111084  1.551587329006195   0.4230000078678131  42.6832537651062    86567656            
