Epoch,Training_Loss,Training_Accuracy,Training_Time,Validation_Loss,Validation_Accuracy,Validation_Time
78,0.0652199677632819,0.97828,8257.571868658066,4.948525026035309,0.4641,8.256418466567993
79,0.06659654784890183,0.9785,8361.638496160507,5.105791023826599,0.4597,8.197075605392456
80,0.06785567413847428,0.97804,8465.574412584305,4.864379780197144,0.4717,8.275551080703735
81,0.06384452174099861,0.97924,8570.897970676422,4.903073738670349,0.4638,8.20601224899292
82,0.061626403465507316,0.98006,8674.640971422195,5.0586187292099,0.4576,8.208367347717285
83,0.06238521047114744,0.97934,8778.582315921783,5.030376327133179,0.4632,8.208177328109741
84,0.06118882108272868,0.98024,8882.3350481987,5.120198835563659,0.4601,8.261367797851562
85,0.06161351484617684,0.98056,8986.140849590302,5.187878584480286,0.4602,8.286565780639648
86,0.019509965152633958,0.99418,9090.124139785767,4.939368319892884,0.4766,8.233689069747925
87,0.008274297423928219,0.998,9195.566609859467,4.913201186370849,0.4787,8.204933404922485
88,0.005427268459020125,0.99848,9300.96952342987,4.944102230834961,0.4799,8.201159000396729
89,0.004860040252509934,0.99868,9406.53362751007,4.961045095348358,0.4805,8.287813663482666
90,0.0040088527402680485,0.99914,9512.085663080215,5.080499035644531,0.4794,8.214618682861328
91,0.004131294128645241,0.9989,9616.877716064453,5.058587603664399,0.4786,8.250703811645508
92,0.0035745038850321727,0.99902,9722.180351018906,5.1171274724960325,0.4815,8.228735446929932
93,0.003670779488031112,0.99912,9827.575909614563,5.115635078811645,0.4817,8.24203085899353
94,0.0033897183428754215,0.99918,9933.288378715515,5.136802519416809,0.4796,8.267607927322388
95,0.0025526113992943283,0.99946,10038.509980678558,5.160166227531433,0.4817,8.230873584747314
96,0.002803035193850301,0.99934,10144.077608823776,5.144222169876099,0.4821,8.242645263671875
97,0.0030266458020737626,0.99918,10249.81052184105,5.1399497201919555,0.4831,8.428706884384155
98,0.002742696754146382,0.99934,10355.45545053482,5.1409865100860594,0.4841,8.40065312385559
99,0.0025919176136056923,0.99936,10461.062244653702,5.268883927345276,0.48,8.245742082595825
-----------------------------------------------------------------------------------------------
0,4.259475487442017,0.07338,93.45430135726929,3.759068742752075,0.1258,8.27737545967102
1,3.58383372467041,0.14872,195.0991928577423,3.4030789737701417,0.185,8.1970055103302
2,3.2497352312850953,0.2087,296.9512720108032,3.093356153869629,0.237,8.236990451812744
3,2.9548869079971314,0.26476,398.661274433136,2.8901767322540284,0.2756,8.239328861236572
4,2.695983606300354,0.31268,500.37806153297424,2.699581750869751,0.3169,8.257043838500977
5,2.4902165730667116,0.35182,602.2832570075989,2.53953701877594,0.345,8.213029861450195
6,2.3104153723716734,0.38922,703.838506937027,2.4917726009368897,0.3596,8.237654209136963
7,2.1504861527633667,0.4248,805.7435822486877,2.448187260341644,0.3731,8.238805055618286
8,2.0006157379341127,0.45586,907.7123219966888,2.4623186950683595,0.3707,8.236417770385742
9,1.8491479305648804,0.49292,1010.034853219986,2.4025562247276304,0.3919,8.24147891998291
10,1.7002021817016602,0.52644,1112.5316281318665,2.4111206028938295,0.3893,8.19297456741333
11,1.5612419974136353,0.55782,1215.27050614357,2.438460786628723,0.3931,8.232702255249023
12,1.4059063860702514,0.59902,1317.8953459262848,2.431363655281067,0.401,8.242469787597656
13,1.2808934371948242,0.63006,1421.006383895874,2.4688809672355654,0.4008,8.20595908164978
14,1.142332887172699,0.66656,1523.867745399475,2.582402062034607,0.3973,8.22207498550415
15,1.024627719039917,0.6995,1626.973873615265,2.642468227005005,0.3919,8.216526985168457
16,0.9105446503925323,0.7309,1730.1810538768768,2.6598192646026613,0.4004,8.215214490890503
17,0.8196016610670089,0.7559,1833.6742968559265,2.806212272644043,0.3898,8.226621866226196
18,0.7207039870762825,0.78504,1936.903881072998,2.86001782913208,0.3984,8.24449348449707
19,0.6334871854233741,0.80796,2039.8025612831116,2.9091195987701415,0.3959,8.264411211013794
20,0.5871312076568603,0.82012,2143.0826683044434,3.072874453830719,0.3877,8.208054065704346
21,0.5360917088270187,0.8349,2246.542278289795,3.176679217720032,0.3832,8.22158408164978
22,0.4842251977968216,0.85196,2349.434413909912,3.1059078307151795,0.3956,8.200140476226807
23,0.4448855094850063,0.86414,2452.8065950870514,3.2922992237091067,0.3845,8.188121318817139
24,0.4087860163331032,0.87442,2556.264392852783,3.3430652888298034,0.386,8.247603178024292
25,0.3889290451014042,0.87948,2659.691472053528,3.335098578453064,0.3919,8.237998485565186
26,3.0194814132118224,0.25076,2763.235063791275,2.8253570781707764,0.2827,8.194503545761108
27,2.713946178703308,0.30328,2866.8618819713593,2.530877823829651,0.3453,8.224639177322388
28,2.4287761529922487,0.357,2970.515158891678,2.4311870111465455,0.3639,8.250669002532959
29,2.2141026773834227,0.40352,3073.816719055176,2.313889513206482,0.3847,8.238679885864258
30,2.014873797855377,0.44878,3177.1868064403534,2.187665127468109,0.4186,8.413402318954468
31,1.8463504962348938,0.4848,3280.923131942749,2.1413128827095034,0.435,8.226280212402344
32,1.6823102743911744,0.52448,3384.2685668468475,2.1352711342811586,0.4432,8.219574451446533
33,1.5294808259773254,0.56076,3487.625337123871,2.2001622206687927,0.4372,8.195884466171265
34,1.381122818517685,0.59488,3590.959899187088,2.2031463827133178,0.4554,8.225011348724365
35,1.2408843735694886,0.62808,3694.583748102188,2.2426355113983156,0.4544,8.228680610656738
36,1.6836487379360199,0.5184,3798.2712018489838,2.3684176767349245,0.4041,8.220730543136597
37,1.6400353494930267,0.53064,3901.7436051368713,2.1754912724494933,0.4365,8.238808631896973
38,1.4845388984012604,0.56844,4005.5406305789948,2.2758207969665527,0.4197,8.238131523132324
39,1.337167411365509,0.60538,4109.239231348038,2.272613820552826,0.4471,8.24267840385437
40,1.1967951824760437,0.6388,4213.04358625412,2.305570890045166,0.4465,8.203834533691406
41,1.0750000354671478,0.67112,4317.028712272644,2.310998051738739,0.4584,8.259198427200317
42,0.968685254137516,0.70136,4420.852233171463,2.4561552229881287,0.4517,8.249368667602539
43,0.857788613049984,0.73276,4524.543884515762,2.495107344341278,0.4518,8.24558687210083
44,0.7722000390315056,0.7579,4628.400846481323,2.5816945370674134,0.4589,8.258302211761475
45,0.6920968395829201,0.7785,4732.219499826431,2.6484131689071657,0.4538,8.43381381034851
46,0.6328059484028816,0.79822,4835.907875537872,2.8074737842559814,0.4479,8.274198055267334
47,0.5770012171196938,0.81488,4939.450328826904,2.8009602414131165,0.4553,8.265284299850464
48,0.5241016197311879,0.8295,5043.183333396912,3.006329815387726,0.4508,8.2196204662323
49,0.4770855416870117,0.84292,5146.843500852585,3.119290403461456,0.447,8.225526809692383
50,0.4374411815327406,0.8548,5250.221007347107,3.2076305103302003,0.4431,8.233561515808105
51,0.41399541898906234,0.8641,5353.603858947754,3.231891119766235,0.4487,8.262903213500977
52,0.38503203958719967,0.87272,5457.288597583771,3.2738971866607667,0.4536,8.257957220077515
53,0.36034907228529456,0.88018,5560.991937637329,3.278957950401306,0.46,8.234674453735352
54,0.3400238965553045,0.88784,5664.47385764122,3.284024678039551,0.4572,8.205239057540894
55,0.3199362665311992,0.89432,5768.125878572464,3.4666091860771178,0.4535,8.260000705718994
56,1.0443631401348115,0.68328,5872.089630842209,2.6311348086357116,0.4224,8.289277076721191
57,1.0825798654794694,0.67064,5975.672897577286,2.546670880794525,0.4291,8.274176120758057
58,0.9852017949390411,0.69662,6079.035681724548,2.542347223472595,0.4361,8.24768614768982
59,0.8850097968184948,0.72538,6182.652715444565,2.712230492782593,0.4361,8.225146532058716
60,0.7950944902420044,0.75052,6286.446731328964,2.8385260545730593,0.4264,8.266791582107544
61,0.723026983833313,0.77302,6390.177421808243,2.8497939818382263,0.4368,8.292182445526123
62,0.655595990344286,0.79256,6493.723337650299,2.807535016155243,0.4574,8.269424438476562
63,0.6008873754000664,0.80872,6597.292289018631,2.9625585390090943,0.4402,8.230234622955322
64,0.5618541268849373,0.8198,6701.113937139511,3.0615313972473146,0.4438,8.236164808273315
65,0.5135748962295056,0.83454,6804.669678926468,3.094735932350159,0.4477,8.29740023612976
66,0.48044457294613124,0.8453,6908.680951833725,3.1431861375808716,0.4469,8.239429712295532
67,0.4493827608698607,0.85776,7012.299459934235,3.383856075668335,0.434,8.233710527420044
68,0.42129495690643787,0.86272,7116.211198806763,3.3061891998291015,0.4525,8.208815336227417
69,0.39679867252618073,0.87174,7220.17377448082,3.435305661201477,0.4449,8.244949102401733
70,0.37486762014314534,0.87824,7324.004720687866,3.528341439342499,0.449,8.2674720287323
71,0.3547958513908833,0.88734,7427.664377450943,3.4629516918182373,0.4484,8.218283653259277
72,0.3463405012575537,0.88764,7531.278191328049,3.6197857842445376,0.4449,8.210306644439697
73,0.3177157839259505,0.89614,7634.91362786293,3.6408977845191957,0.4552,8.232951164245605
74,0.31024281038179996,0.89978,7738.518490314484,3.6659843293190004,0.4487,8.216654777526855
75,0.30304643406644466,0.90344,7842.295752286911,3.61396675992012,0.4571,8.224512815475464
76,0.804894482358098,0.75474,7946.326819181442,3.083843396949768,0.4277,8.225591659545898
77,0.8311713416802883,0.74506,8049.975332260132,2.9244033755302428,0.4291,8.233126878738403
78,0.7850347225272656,0.75824,8153.632805347443,3.2103358826637267,0.4117,8.233464002609253
79,0.738340645775795,0.77332,8257.494668006897,3.1505029567718505,0.4328,8.265342473983765
80,0.6816768765997887,0.79108,8361.308212518692,3.1731556915283203,0.4359,8.290195226669312
81,0.6381640438354015,0.80276,8465.117429733276,3.3140908381462095,0.4354,8.233901500701904
82,0.5981038228207827,0.8171,8568.972612857819,3.499415030670166,0.4326,8.25106143951416
83,0.568508146057278,0.82402,8672.439110040665,3.4554228246688843,0.4339,8.23017430305481
84,0.5356416247659922,0.83608,8776.060700893402,3.6071367186546324,0.4297,8.249758005142212
85,0.5091380428811908,0.84238,8879.807535886765,3.544281762123108,0.4466,8.217748165130615
86,0.48517631183862686,0.85018,8983.77146935463,3.7365931831359864,0.4282,8.211919069290161
87,0.46300477362066506,0.85904,9087.713638067245,3.7308863245010375,0.4354,8.21045470237732
88,0.45205950343191625,0.86108,9191.65945982933,3.983587986373901,0.4363,8.23890495300293
89,0.43724874881505965,0.86618,9295.595485687256,4.02602692270279,0.4437,8.217350482940674
90,0.4163596862888709,0.87232,9399.611068248749,4.015004726791382,0.4431,8.243578672409058
91,0.1370128615060821,0.9552,9503.679645776749,3.752165881919861,0.4698,8.21899962425232
92,0.07402965343954042,0.97674,9608.22269320488,3.79326390247345,0.4727,8.237177610397339
93,0.05254086344944313,0.98388,9712.163007974625,3.874498536682129,0.4759,8.25688648223877
94,0.040790744081335144,0.9877,9816.108912944794,3.9698056529998778,0.4766,8.245308876037598
95,0.03194653789519798,0.99148,9919.878532648087,4.052121297740936,0.4782,8.236158609390259
96,0.026831949269925243,0.9932,10024.134187698364,4.157896964168549,0.4781,8.274132251739502
97,0.021808739744125633,0.99404,10127.950469493866,4.242347099971771,0.4797,8.246031045913696
98,0.01780507899524062,0.99582,10232.051354169846,4.327458228969574,0.4796,8.217808961868286
99,0.015272807244833092,0.99628,10335.920022249222,4.424669658660888,0.4791,8.247215747833252

-----------------------------------------------------------------------------------------------------------------------
1,3.5475886107635497,0.15726,195.210932970047,3.3710932170867918,0.1893,8.204859972000122
2,3.1569339642715453,0.22654,297.1840851306915,2.998892342567444,0.2557,8.236594200134277
3,2.8521063582611084,0.28104,398.7883720397949,2.76184490776062,0.3028,8.189794301986694
4,2.6194485400772094,0.32698,500.42515683174133,2.611999717330933,0.3302,8.116040706634521
5,2.4291320846176148,0.36434,602.2451250553131,2.532618190383911,0.3426,8.19197154045105
6,2.2579460414886476,0.40072,703.9410555362701,2.469253653335571,0.3615,8.2103590965271
7,2.097360533027649,0.43438,805.2212564945221,2.4304330295562746,0.3721,8.245270013809204
8,1.942544291343689,0.46796,907.1232430934906,2.3811624116897585,0.3844,8.197531700134277
9,1.7829761623764038,0.5068,1008.9984819889069,2.4140965223312376,0.3776,8.240562438964844
10,1.6271652158355714,0.54532,1111.1844244003296,2.4268370670318604,0.3949,8.239441633224487
11,1.4662244262313844,0.58584,1213.5118832588196,2.4356592693328856,0.3982,8.217787504196167
12,1.3208828111934663,0.62174,1316.1220064163208,2.5353358705520628,0.3855,8.214261054992676
13,1.1711503204345703,0.65934,1418.998325586319,2.540120252609253,0.4006,8.193664073944092
14,1.0313984883260727,0.69742,1521.9121487140656,2.5772626028060914,0.4026,8.246585845947266
15,0.9111006493282318,0.73202,1624.417424917221,2.6643486875534057,0.408,8.21962308883667
16,0.8018897137641907,0.76282,1727.5151009559631,2.78003897190094,0.396,8.188358068466187
17,0.7071313935351372,0.7899,1830.7086503505707,2.893509027862549,0.3895,8.213751077651978
18,0.6201314814519883,0.81506,1933.4933407306671,2.986268042564392,0.3888,8.233486413955688
19,0.5554267841720582,0.8337,2036.5964574813843,3.0219633215904236,0.394,8.199537515640259
20,0.5025004130887986,0.84882,2139.3852179050446,3.1483211735725405,0.3893,8.250925540924072
21,0.4516522760915756,0.862,2242.63556098938,3.17603895778656,0.3993,8.235566854476929
22,0.4154811758816242,0.87342,2345.737874031067,3.236334568595886,0.3957,8.252036333084106
23,0.3864911325186491,0.88296,2448.6638774871826,3.2822247325897216,0.3967,8.210749864578247
24,0.3576424915486574,0.89008,2551.7577681541443,3.376921927070618,0.3918,8.250805139541626
25,0.32524562320530415,0.90034,2655.4870121479034,3.4706097937583924,0.3877,8.211991786956787
26,2.9649315199637414,0.26092,2758.7994520664215,2.84082020111084,0.2876,8.258041858673096
27,2.672488474121094,0.3092,2861.885993719101,2.527855974197388,0.3391,8.227075099945068
28,2.3879660021591187,0.36474,2965.108269929886,2.4081983499526975,0.3753,8.227931499481201
29,2.164392893638611,0.41734,3068.1311633586884,2.3238738315582275,0.3876,8.228088617324829
30,1.978800381565094,0.45606,3171.5025198459625,2.235162226200104,0.4144,8.25805926322937
31,1.7971542128944398,0.4958,3275.064813375473,2.145886154079437,0.4429,8.213881015777588
32,1.6332839872169496,0.53514,3378.2736642360687,2.2158050636291504,0.4305,8.249355792999268
33,1.475889755525589,0.57094,3481.6183319091797,2.2045465883255004,0.4466,8.240132808685303
34,1.3243469031906128,0.6109,3584.67346739769,2.2379497318267823,0.4488,8.252626895904541
35,1.176474656190872,0.6499,3688.0328073501587,2.2937221078872683,0.4499,8.241497039794922
36,1.0412467391633988,0.684,3791.3835854530334,2.427164852333069,0.4404,8.286226034164429
37,0.9317630527734756,0.71418,3895.0853250026703,2.551891037559509,0.4362,8.20824146270752
38,0.8147222514224053,0.7444,3998.082832813263,2.619054977416992,0.446,8.20292043685913
39,0.7315607065713405,0.76878,4101.37641620636,2.769960737991333,0.4418,8.203564405441284
40,0.6511444035816193,0.79282,4204.700298309326,2.7892251801490784,0.4487,8.195385456085205
41,0.5825509765279293,0.81084,4307.705493688583,2.96897853269577,0.4414,8.221612691879272
42,0.5268443690651655,0.82896,4411.058304786682,3.0532265560150145,0.44,8.240020513534546
43,0.48617084468483923,0.84108,4514.105179786682,3.10546917552948,0.4487,8.292054176330566
44,0.4415312167555094,0.85582,4617.400183916092,3.205912673854828,0.4413,8.212758302688599
45,0.40520417361080646,0.86832,4720.904091119766,3.321944821166992,0.4416,8.249109745025635
46,0.37742829074680806,0.87712,4824.1558248996735,3.3720561818122863,0.4477,8.200494766235352
47,0.35007653507977726,0.88396,4927.346410274506,3.429576327896118,0.4459,8.222762107849121
48,0.32856303862407804,0.89178,5030.333906888962,3.5886180572509767,0.4412,8.280430793762207
49,0.3070071097791195,0.89874,5133.756385564804,3.549658210659027,0.4467,8.212785005569458
50,0.29001121309116484,0.90374,5236.976160287857,3.635163645172119,0.4526,8.203052282333374
51,0.2734902570956945,0.9108,5340.172863006592,3.7563438801765443,0.4372,8.194493055343628
52,0.2685302697786689,0.91142,5443.676230669022,3.739676891708374,0.4426,8.239494323730469
53,0.25119351817891,0.91758,5546.716946601868,3.76958812046051,0.4443,8.228443622589111
54,0.24106219232320786,0.92048,5650.376452207565,3.8206498039245607,0.4427,8.24087905883789
55,0.22803783575296402,0.92348,5753.915863752365,3.952514361381531,0.4382,8.224098682403564
56,0.6778600127619505,0.78968,5857.272970914841,3.3237919821739195,0.4226,8.213366985321045
57,0.6549557665419579,0.79148,5960.629763126373,3.1412484144210815,0.4266,8.252663612365723
58,0.6008674306458235,0.80758,6064.3138692379,3.195234785079956,0.4256,8.271269083023071
59,0.5518183836069703,0.82342,6167.83037519455,3.1288088209152223,0.4359,8.189244270324707
60,0.508258934045434,0.83604,6271.567136764526,3.295861540222168,0.4335,8.251818895339966
61,0.4699587178346515,0.84818,6375.0769300460815,3.2911670595169067,0.4353,8.2335786819458
62,0.4379037634983659,0.8584,6479.156713962555,3.3152577691078187,0.4351,8.20572304725647
63,0.4024180204346776,0.87048,6582.480941772461,3.322481782245636,0.444,8.230785369873047
64,0.3764956460402906,0.87626,6685.936156749725,3.503410991668701,0.4315,8.204721450805664
65,0.35228851401150224,0.88636,6789.580565452576,3.6013456981658933,0.4307,8.245670080184937
66,0.33775784883350135,0.89004,6893.088274002075,3.5130455330848696,0.4349,8.242910623550415
67,0.31723942836388946,0.89802,6996.586391210556,3.664835485458374,0.4273,8.311193704605103
68,0.3017139685616642,0.90268,7100.755949497223,3.6454005599975585,0.4423,8.239817380905151
69,0.2799701625087857,0.90974,7204.53324508667,3.6155701486587524,0.4392,8.251681566238403
70,0.2649796364945732,0.9132,7308.312667608261,3.8227407318115234,0.4325,8.25845217704773
71,0.25322543980017304,0.91564,7412.127779722214,3.7772997200012206,0.4365,8.269347190856934
72,0.24550803491584958,0.9195,7515.941871404648,3.765348258686066,0.4421,8.233723640441895
73,0.2295490380738303,0.9257,7619.708396911621,3.90090750207901,0.4442,8.226881980895996
74,0.2243755165207945,0.92584,7723.978983640671,3.869252392101288,0.4448,8.223408937454224
75,0.2128306612175703,0.93024,7827.462069511414,3.908539265584946,0.4398,8.22659683227539
76,0.20765717958722263,0.9319,7931.120325565338,3.9419095720291137,0.4381,8.219112396240234
77,0.19763612936332822,0.9358,8034.882522821426,3.9857055010795595,0.4385,8.260302782058716
78,0.18987453155674042,0.93826,8138.670874595642,4.054205203056336,0.4426,8.207079648971558
79,0.18785534360550343,0.9388,8242.422735214233,4.034579825973511,0.4453,8.233962297439575
80,0.18235689393047244,0.94066,8346.210088253021,4.059367103767395,0.4476,8.229098796844482
81,0.17444261149205267,0.94312,8449.983437538147,4.194588355350494,0.4344,8.302127122879028
82,0.16704428120257334,0.94598,8553.843710422516,4.086788670492172,0.4477,8.294018983840942
83,0.16156606601437554,0.94786,8657.710844278336,4.1474836289405825,0.4465,8.293355226516724
84,0.15816839780678973,0.9487,8761.46467089653,4.226578854179382,0.4421,8.231582164764404
85,0.15715790732627735,0.94958,8865.175064086914,4.222110795021057,0.4421,8.220400094985962
86,0.14909375989820808,0.95266,8968.932922124863,4.234550378608704,0.4384,8.248977899551392
87,0.14335523355575278,0.95298,9072.739379644394,4.296916208267212,0.4419,8.232517004013062
88,0.14035299095107243,0.95414,9176.51751446724,4.257039860343933,0.4476,8.25180196762085
89,0.13994349473528564,0.95484,9280.325871944427,4.388242918395996,0.4411,8.244179487228394
90,0.13480706630247646,0.95578,9383.80237364769,4.3070407403945925,0.4438,8.284217119216919
91,0.13534120486903936,0.95628,9487.672326087952,4.277955955123901,0.4458,8.200181245803833
92,0.126868271144256,0.9588,9591.306585550308,4.537038227653503,0.4303,8.236670732498169
93,0.1265776344508212,0.95946,9694.999487876892,4.351684871292115,0.4457,8.196209907531738
94,0.1248074861266138,0.9595,9798.708804130554,4.492850644302369,0.4371,8.234243392944336
95,0.1225056380986655,0.96028,9902.37790942192,4.44465301322937,0.4427,8.244576930999756
96,0.11753519138430245,0.96202,10006.342407464981,4.4794822392463685,0.4408,8.24981689453125
97,0.12043464505702257,0.9629,10110.151527166367,4.376415291118622,0.4517,8.223161458969116
98,0.11216722849518526,0.96342,10213.940818309784,4.512643829345703,0.4455,8.214494466781616
99,0.11221087677298579,0.96362,10317.415452241898,4.402390588855743,0.4575,8.25666618347168
-------------------------------------------------------------------------------------------------
0,4.261188226089478,0.07498,93.38882374763489,3.773755725097656,0.1167,8.231708765029907
1,3.5407027011871337,0.1586,194.79558110237122,3.3181437950134276,0.1954,8.192058324813843
2,3.1331396897506716,0.2314,296.3712718486786,3.019481952857971,0.248,8.187659502029419
3,2.825299401702881,0.28714,398.0200181007385,2.878763694000244,0.2853,8.21579885482788
4,2.6096012702560425,0.32984,499.73136353492737,2.6578622385025024,0.325,8.246617078781128
